# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR fffff6c201acad28
# CUDA_DEVICE 0 Tesla C2070
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,gridSizeZ,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,localblocksize,memTransferSize,memtransferhostmemtype,local_load,local_store,gld_request,gst_request,shared_load,shared_store,sm_cta_launched,l1_local_load_hit,branch,l1_local_load_miss,l1_local_store_hit,divergent_branch,l1_local_store_miss,l1_global_load_hit,inst_issued,l1_global_load_miss,inst_executed,uncached_global_load_transaction,global_store_transaction,warps_launched,threads_launched,l1_shared_bank_conflict,active_warps,active_cycles,l2 read requests,l2 read texture requests,l2 write requests,l2 read misses,l2 write misses,tex cache requests,tex cache misses,dram reads,dram writes
1285339f722bed20,main_71_gpu,5313.47,7,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,34160,34160,113857,5995,545,0,151224,0,0,0,0,37375,1453353,96447,1149968,0,132824,4280,136960,0,143134401,2990208,6137076,0,5236226,8804761,4505495,0,0,13146472,5706841
1285339f727d6ac0,memcpyHtoD,1.664,5252,,,,,,,,,,,0,0,8,0
1285339f728024e0,main_58_gpu,5497.34,6,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,193360,38318,132312,17608,568,0,189044,0,0,2925,0,507899,2667600,178897,1894314,0,151575,4720,151040,0,140261906,3110786,9624420,0,5244418,9180281,4605029,0,0,13654009,5790502
1285339f72d414a0,main_62_gpu_red,20.416,4,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3197,514,3056,0,1,8,256,0,87129,11363,2056,0,1,2080,1,0,0,2850,2
1285339f72d47340,memcpyDtoHasync,2.24,5528,,,,,,,,,,,0,0,8,0
1285339f72d81740,main_71_gpu,5204.48,7,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,32944,32944,113471,5973,543,0,157456,0,0,0,0,34858,1436690,95862,1236236,0,142776,4536,145152,0,144956189,3082808,6138504,0,5236226,8921920,4508077,0,0,13201619,5714744
1285339f7327ed00,memcpyHtoD,1.696,5060,,,,,,,,,,,0,0,8,0
1285339f73296820,main_58_gpu,5477.86,7,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,193280,38302,133260,17732,572,0,188360,0,0,2915,0,504258,2663023,176611,1893882,0,151495,4744,151808,0,139741308,3111856,9635548,0,5244418,9200188,4601834,0,0,13582804,5784503
1285339f737d0b60,main_62_gpu_red,20.448,4,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3202,514,3056,0,1,8,256,0,86809,11413,2056,0,1,2088,1,0,0,2850,2
1285339f737d6a00,memcpyDtoHasync,2.272,5507,,,,,,,,,,,0,0,8,0
1285339f738237c0,main_71_gpu,5331.94,87,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,32704,32704,108214,5698,518,0,175808,0,0,0,0,35168,1443873,96373,1193936,0,137880,4216,134912,0,142770929,3060374,6136824,0,5236226,8920192,4466115,0,0,12900837,5637799
1285339f73d402c0,memcpyHtoD,1.696,5270,,,,,,,,,,,0,0,8,0
1285339f73d58600,main_58_gpu,5467.81,6,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,192536,38155,132577,17639,569,0,189044,0,0,2925,0,510053,2652337,177170,1891540,0,151342,4696,150272,0,140031919,3108516,9644352,0,5244418,9223325,4601509,0,0,13555962,5781591
1285339f742901e0,main_62_gpu_red,20.48,5,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3197,514,3056,0,1,8,256,0,86974,11383,2056,0,1,2088,1,0,0,2856,2
1285339f742960c0,memcpyDtoHasync,2.24,5528,,,,,,,,,,,0,0,8,0
1285339f742d7260,main_71_gpu,5331.71,7,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,32416,32416,107812,5676,516,0,169888,0,0,0,0,35452,1566882,108103,1194208,0,137904,4072,130304,0,146461837,3019866,6129784,0,5236226,8852540,4457180,0,0,12847186,5621591
1285339f747f3720,memcpyHtoD,1.664,5271,,,,,,,,,,,0,0,8,0
1285339f7480af80,main_58_gpu,5435.14,7,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,192704,38188,131862,17546,566,0,188010,0,0,2930,0,506915,2645423,175368,1900294,0,152017,4728,151296,0,139896918,3091180,9653772,0,5244418,9213609,4599468,0,0,13531838,5776642
1285339f74d3abe0,main_62_gpu_red,20.352,5,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3202,514,3056,0,1,8,256,0,87086,11435,2056,0,1,2080,1,0,0,2850,2
1285339f74d40a00,memcpyDtoHasync,2.304,5466,,,,,,,,,,,0,0,8,0
1285339f74d7aca0,main_71_gpu,5278.53,7,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,32896,32896,120352,6336,576,0,162784,0,0,0,0,35728,1503531,101160,1134212,0,130816,4280,136960,0,144963878,3031220,6127628,0,5236226,8995758,4460427,0,0,12821169,5626048
1285339f7528a460,memcpyHtoD,1.696,5218,,,,,,,,,,,0,0,8,0
1285339f752a2220,main_58_gpu,5447.71,6,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,193768,38399,131862,17546,566,0,188344,0,0,2915,0,505435,2655067,178065,1885128,0,150732,4712,150784,0,139935924,3090250,9693380,0,5244418,9182190,4593824,0,0,13529073,5767272
1285339f757d4fa0,main_62_gpu_red,20.544,4,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3202,514,3056,0,1,8,256,0,87006,11441,2056,0,1,2080,1,0,0,2850,2
1285339f757daea0,memcpyDtoHasync,2.272,5478,,,,,,,,,,,0,0,8,0
1285339f75814140,main_71_gpu,5226.91,6,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,36320,36320,106976,5632,512,0,155976,0,0,0,0,39903,1488310,99452,1320564,0,152536,4352,139264,0,143155070,2980122,6127408,0,5236226,8865032,4483434,0,0,12981365,5672732
1285339f75d17220,memcpyHtoD,1.696,5167,,,,,,,,,,,0,0,8,0
1285339f75d2ef80,main_58_gpu,5423.2,7,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,192952,38237,131862,17546,566,0,188042,0,0,2920,0,504139,2638167,174451,1894314,0,151535,4712,150784,0,139546397,3058086,9698992,0,5244418,9162550,4598591,0,0,13516007,5776445
1285339f7625bd40,main_62_gpu_red,20.416,4,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3201,514,3056,0,1,8,256,0,87233,11423,2056,0,1,2080,1,0,0,2856,2
1285339f76261bc0,memcpyDtoHasync,2.24,5453,,,,,,,,,,,0,0,8,0
1285339f7629b1c0,main_71_gpu,5316.32,7,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,36416,36416,107828,5676,516,0,149760,0,0,0,0,37666,1468246,97627,1260840,0,145624,4064,130048,0,142873568,2976450,6126724,0,5236226,8862643,4469291,0,0,12927227,5648684
1285339f767b3ba0,memcpyHtoD,1.696,5256,,,,,,,,,,,0,0,8,0
1285339f767dda20,main_58_gpu,5396.32,6,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,193192,38285,131878,17546,566,0,188026,0,0,2925,0,504495,2640427,178226,1891108,0,151238,4712,150784,0,139485327,3056036,9740480,0,5244418,9136087,4592770,0,0,13501729,5762755
1285339f76d03f00,main_62_gpu_red,20.64,5,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3200,514,3056,0,1,8,256,0,87289,11445,2056,0,1,2080,1,0,0,2850,2
1285339f76d09e80,memcpyDtoHasync,2.24,5428,,,,,,,,,,,0,0,8,0
1285339f76d448e0,main_71_gpu,5206.34,7,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,36976,36976,114500,6028,548,0,152720,0,0,0,0,36104,1417755,94763,1141120,0,131744,4056,129792,0,144580539,2963292,6117828,0,5236226,8923089,4460886,0,0,12863098,5625795
1285339f77255d00,memcpyHtoD,1.696,5226,,,,,,,,,,,0,0,8,0
1285339f7726d920,main_58_gpu,5384.51,7,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,192536,38155,132545,17639,569,0,188344,0,0,2925,0,506685,2650526,174873,1890244,0,151158,4712,150784,0,139633834,3060646,9727344,0,5244418,9129049,4591883,0,0,13416117,5755227
1285339f77790fc0,main_62_gpu_red,20.416,5,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3202,514,3056,0,1,8,256,0,86871,11489,2056,0,1,2080,1,0,0,2859,2
1285339f77796e40,memcpyDtoHasync,2.272,5413,,,,,,,,,,,0,0,8,0
1285339f777d0340,main_71_gpu,5189.54,6,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,32768,32768,108037,5687,517,0,150960,0,0,0,0,40661,1433602,95550,1134484,0,131040,4240,135680,0,142401728,3055862,6124244,0,5236226,8791474,4468413,0,0,12924446,5644565
1285339f77cd0f40,memcpyHtoD,1.664,5159,,,,,,,,,,,0,0,8,0
1285339f77ce8760,main_58_gpu,5398.37,7,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,193688,38383,131862,17546,566,0,188010,0,0,2925,0,508988,2637490,178737,1897952,0,151808,4688,150016,0,138836499,3034060,9753844,0,5244418,9062188,4588921,0,0,13392654,5747559
1285339f7820f420,main_62_gpu_red,20.416,4,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3200,514,3056,0,1,8,256,0,87438,11393,2056,0,1,2080,1,0,0,2856,2
1285339f782152a0,memcpyDtoHasync,2.24,5428,,,,,,,,,,,0,0,8,0
1285339f7824e860,main_71_gpu,5191.14,6,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,34912,34912,110095,5797,527,0,151240,0,0,0,0,39542,1640909,112803,1180936,0,136448,4568,146176,0,146301040,2979486,6122028,0,5236226,8813232,4483885,0,0,13051354,5676991
1285339f7874d8e0,memcpyHtoD,1.696,5152,,,,,,,,,,,0,0,8,0
1285339f78765400,main_58_gpu,5383.87,7,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,192536,38155,131163,17453,563,0,190698,0,0,2920,0,506599,2639647,172174,1887902,0,151021,4704,150528,0,139111245,3029854,9746008,0,5244418,9062650,4581991,0,0,13319493,5732004
1285339f78c88820,main_62_gpu_red,20.544,5,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3203,514,3056,0,1,8,256,0,87465,11397,2056,0,1,2080,1,0,0,2850,2
1285339f78c8e720,memcpyDtoHasync,2.272,5414,,,,,,,,,,,0,0,8,0
1285339f78cc8540,main_71_gpu,5180.45,7,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,32352,32352,126011,6633,603,0,150368,0,0,0,0,35586,1435154,95958,1151908,0,133008,4400,140800,0,146867293,3037814,6112740,0,5236226,8841988,4467324,0,0,12861395,5636579
1285339f791cb7e0,memcpyHtoD,1.696,5168,,,,,,,,,,,0,0,8,0
1285339f791e3340,main_58_gpu,5379.2,6,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,191472,37944,130930,17422,562,0,189362,0,0,2920,0,504654,2633389,175750,1888334,0,151117,4704,150528,0,138664263,3031264,9753040,0,5244418,9052904,4581711,0,0,13238193,5721392
1285339f79705520,main_62_gpu_red,20.704,4,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3201,514,3056,0,1,8,256,0,86937,11429,2056,0,1,2080,1,0,0,2850,2
1285339f7970b4e0,memcpyDtoHasync,2.24,5411,,,,,,,,,,,0,0,8,0
1285339f79747460,main_71_gpu,5270.37,7,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,38256,38256,114098,6006,546,0,153328,0,0,0,0,35312,1429660,95794,1159088,0,133952,4136,132352,0,142334716,3034912,6111744,0,5236226,8946115,4492575,0,0,13046139,5681406
1285339f79c54b20,memcpyHtoD,1.696,5211,,,,,,,,,,,0,0,8,0
1285339f79c6c600,main_58_gpu,5376.26,7,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,191880,38025,130247,17329,559,0,189028,0,0,2930,0,506247,2629036,175220,1885128,0,150836,4704,150528,0,139179526,3030446,9776672,0,5244418,9063607,4572216,0,0,13148122,5692825
1285339f7a18dc80,main_62_gpu_red,20.544,5,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3202,514,3056,0,1,8,256,0,86880,11538,2056,0,1,2084,1,0,0,2850,2
1285339f7a193b80,memcpyDtoHasync,2.24,5406,,,,,,,,,,,0,0,8,0
1285339f7a1cd020,main_71_gpu,5324.35,6,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,32880,32880,118921,6259,569,0,151848,0,0,0,0,36012,1428793,95272,1119272,0,129320,4528,144896,0,145221152,3005162,6116212,0,5236226,8920183,4468064,0,0,12938408,5646131
1285339f7a6e79c0,memcpyHtoD,1.696,5264,,,,,,,,,,,0,0,8,0
1285339f7a6ff340,main_58_gpu,5380.29,7,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,191552,37960,130247,17329,559,0,195708,0,0,2930,0,509510,2627940,176483,1888334,0,151061,4712,150784,0,138086850,3032530,9799328,0,5244418,8991733,4576909,0,0,13112862,5688074
1285339f7ac21960,main_62_gpu_red,20.512,5,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3202,514,3056,0,1,8,256,0,87175,11385,2056,0,1,2088,1,0,0,2856,2
1285339f7ac278c0,memcpyDtoHasync,2.272,5410,,,,,,,,,,,0,0,8,0
1285339f7ac60b20,main_71_gpu,5276.16,7,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,36416,36416,119500,6292,572,0,163672,0,0,0,0,35667,1429953,94685,1289324,0,148808,4128,132096,0,146051294,3025136,6128964,0,5236226,8800392,4458729,0,0,12777570,5617755
1285339f7b16f600,memcpyHtoD,1.696,5122,,,,,,,,,,,0,0,8,0
1285339f7b186f80,main_58_gpu,5369.76,6,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,191880,38025,130247,17329,559,0,196042,0,0,2930,0,507057,2635306,172916,1884696,0,150750,4696,150272,0,138052260,3022598,9793744,0,5244418,8959093,4577014,0,0,13091768,5685698
1285339f7b6a6c80,main_62_gpu_red,20.576,5,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3155,514,3056,0,1,8,256,0,87184,11439,2056,0,1,2080,1,0,0,2850,2
1285339f7b6acba0,memcpyDtoHasync,2.272,5399,,,,,,,,,,,0,0,8,0
1285339f7b6f91a0,main_71_gpu,5180.42,85,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,32864,32864,114323,6017,547,0,152736,0,0,0,0,39835,1452596,96790,1123424,0,129664,4112,131584,0,142558066,2975840,6114892,0,5236226,8830770,4476274,0,0,12948636,5651013
1285339f7bbf0f40,memcpyHtoD,1.696,5119,,,,,,,,,,,0,0,8,0
1285339f7bc08ee0,main_58_gpu,5356.61,6,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,192456,38139,129998,17298,558,0,196710,0,0,2935,0,510550,2631667,175530,1881058,0,150427,4704,150528,0,137511780,3031510,9784044,0,5244418,8960524,4578748,0,0,13080469,5685771
1285339f7c125880,main_62_gpu_red,20.768,4,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3202,514,3056,0,1,8,256,0,86414,11551,2056,0,1,2080,1,0,0,2850,2
1285339f7c12b8c0,memcpyDtoHasync,2.272,5387,,,,,,,,,,,0,0,8,0
1285339f7c177900,main_71_gpu,5199.84,7,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,34912,34912,105529,5555,505,0,149760,0,0,0,0,35055,1622300,111545,1269144,0,146552,4320,138240,0,143402467,2970140,6110852,0,5236226,8825073,4470520,0,0,12938033,5644972
1285339f7c6743e0,memcpyHtoD,1.696,5141,,,,,,,,,,,0,0,8,0
1285339f7c68c340,main_58_gpu,5354.5,7,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,191968,38042,129966,17298,558,0,196726,0,0,2935,0,505474,2606619,174823,1875510,0,149993,4696,150272,0,137466554,3030804,9754860,0,5244418,8948210,4571250,0,0,13052514,5669361
1285339f7cba84a0,main_62_gpu_red,20.576,4,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3200,514,3056,0,1,8,256,0,88048,11436,2056,0,1,2080,1,0,0,2850,2
1285339f7cbae3c0,memcpyDtoHasync,2.272,5384,,,,,,,,,,,0,0,8,0
1285339f7cbfac20,main_71_gpu,5164.26,7,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,33776,33776,122651,6457,587,0,150648,0,0,0,0,38539,1621173,110479,1132544,0,130832,4112,131584,0,142267634,3044150,6124512,0,5236226,8800507,4469580,0,0,12979447,5648955
1285339f7d0ee320,memcpyHtoD,1.696,5103,,,,,,,,,,,0,0,8,0
1285339f7d105d20,main_58_gpu,5356.74,7,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,191880,38025,129982,17298,558,0,196360,0,0,2915,0,503691,2607004,174399,1872304,0,149736,4696,150272,0,137735655,3027186,9770972,0,5244418,8962123,4576166,0,0,13026202,5670767
1285339f7d622780,main_62_gpu_red,20.384,5,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3202,514,3056,0,1,8,256,0,86798,11519,2056,0,1,2080,1,0,0,2850,2
1285339f7d6285e0,memcpyDtoHasync,2.272,5386,,,,,,,,,,,0,0,8,0
1285339f7d672b20,main_71_gpu,5306.82,7,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,32656,32656,125577,6611,601,0,178144,0,0,0,0,37056,1436952,95957,1174300,0,135704,4104,131328,0,142315031,3033038,6126448,0,5236226,8843590,4455804,0,0,12831150,5616147
1285339f7db88da0,memcpyHtoD,1.696,5244,,,,,,,,,,,0,0,8,0
1285339f7dba0680,main_58_gpu,5360.64,6,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,191720,37993,132344,17608,568,0,196042,0,0,2925,0,507461,2608792,173419,1881490,0,150491,4688,150016,0,137204953,3034642,9778944,0,5244418,8961036,4584780,0,0,12969985,5676864
1285339f7e0bdfe0,main_62_gpu_red,20.448,4,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3198,514,3056,0,1,8,256,0,88073,11535,2056,0,1,2080,1,0,0,2850,2
1285339f7e0c3e80,memcpyDtoHasync,2.272,5390,,,,,,,,,,,0,0,8,0
1285339f7e1105e0,main_71_gpu,5311.74,8,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,32592,32592,110320,5808,528,0,150664,0,0,0,0,36751,1628404,111540,1174572,0,135704,4064,130048,0,143121898,2973632,6113344,0,5236226,8818619,4471860,0,0,12948267,5645355
1285339f7e627c80,memcpyHtoD,1.664,5252,,,,,,,,,,,0,0,8,0
1285339f7e63f4e0,main_58_gpu,5337.6,6,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,192376,38123,133477,17763,573,0,196710,0,0,2930,0,507169,2603178,174097,1878284,0,150306,4672,149504,0,136998445,3022118,9769380,0,5244418,8959931,4575299,0,0,12967545,5666647
1285339f7eb57400,main_62_gpu_red,20.48,4,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3202,514,3056,0,1,8,256,0,86921,11537,2056,0,1,2080,1,0,0,2850,2
1285339f7eb5d280,memcpyDtoHasync,2.24,5430,,,,,,,,,,,0,0,8,0
1285339f7eba5760,main_71_gpu,5252.83,7,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,38496,38496,105545,5555,505,0,152112,0,0,0,0,35484,1564569,105978,1158816,0,133848,4368,139776,0,145735356,3049152,6104904,0,5236226,8932419,4462021,0,0,12851588,5626365
1285339f7f0ae820,memcpyHtoD,1.696,5193,,,,,,,,,,,0,0,8,0
1285339f7f0c5f40,main_58_gpu,5325.95,6,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,191880,38025,133509,17763,573,0,195708,0,0,2925,0,508117,2598587,174749,1875510,0,150073,4672,149504,0,136974496,3024252,9793288,0,5244418,8937413,4581590,0,0,12969443,5679320
1285339f7f5db100,main_62_gpu_red,20.544,4,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3202,514,3056,0,1,8,256,0,87463,11531,2056,0,1,2080,1,0,0,2850,2
1285339f7f5e0fe0,memcpyDtoHasync,2.272,5373,,,,,,,,,,,0,0,8,0
1285339f7f61f1a0,main_71_gpu,5285.47,8,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,33776,33776,107812,5676,516,0,177880,0,0,0,0,35922,1551984,106691,1114304,0,128672,4528,144896,0,146291567,3013602,6109848,0,5236226,8885907,4483462,0,0,13054502,5669523
1285339f80216040,memcpyHtoD,2.112,20,,,,,,,,,,,0,0,8,0
1285339f8022df40,main_58_gpu,5296.32,7,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,192784,38204,133260,17732,572,0,196042,0,0,2925,0,504507,2593221,172550,1875510,0,150025,4680,149760,0,137394491,3029716,9777988,0,5244418,8948673,4575125,0,0,12972386,5666196
1285339f8073bd80,main_62_gpu_red,20.288,5,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3201,514,3056,0,1,8,256,0,86633,11491,2056,0,1,2084,1,0,0,2850,2
1285339f80741b80,memcpyDtoHasync,2.24,5327,,,,,,,,,,,0,0,8,0
1285339f8077b4a0,main_71_gpu,5294.02,7,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,36752,36752,112844,5940,540,0,164248,0,0,0,0,38747,1474761,99017,1127576,0,130138,4080,130560,0,146413769,3033702,6113296,0,5236226,8756444,4469837,0,0,12937140,5640906
1285339f80c8e640,memcpyHtoD,1.664,5232,,,,,,,,,,,0,0,8,0
1285339f80ca5f00,main_58_gpu,5286.3,7,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,191800,38009,134192,17856,576,0,195708,0,0,2925,0,504717,2603628,174524,1875078,0,149969,4688,150016,0,137165608,3029796,9785640,0,5244418,8941108,4583851,0,0,12954073,5678644
1285339f811b1600,main_62_gpu_red,20.448,4,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3207,514,3056,0,1,8,256,0,87113,11419,2056,0,1,2080,1,0,0,2850,2
1285339f811b74c0,memcpyDtoHasync,2.272,5317,,,,,,,,,,,0,0,8,0
1285339f811f2700,main_71_gpu,5253.57,7,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,34608,34608,119291,6281,571,0,169872,0,0,0,0,36640,1571586,106330,1125364,0,129928,4320,138240,0,146108783,3014860,6104984,0,5236226,8783962,4476078,0,0,12959054,5655315
1285339f816fba60,memcpyHtoD,1.664,5192,,,,,,,,,,,0,0,8,0
1285339f817132a0,main_58_gpu,5288.77,6,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,191472,37944,138603,18445,595,0,195374,0,0,2930,0,506194,2600661,173199,1877852,0,150218,4680,149760,0,136477816,3034100,9784776,0,5244418,8905259,4585701,0,0,12906948,5675886
1285339f81c1f340,main_62_gpu_red,20.384,4,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3202,514,3056,0,1,8,256,0,86688,11411,2056,0,1,2080,1,0,0,2850,2
1285339f81c251a0,memcpyDtoHasync,2.272,5319,,,,,,,,,,,0,0,8,0
1285339f81c5e440,main_71_gpu,5183.74,7,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,32768,32768,106799,5621,511,0,150072,0,0,0,0,36276,1647990,112860,1128120,0,130304,4056,129792,0,142444672,3060970,6120956,0,5236226,8725191,4483461,0,0,13087912,5676301
1285339f82156660,memcpyHtoD,1.696,5123,,,,,,,,,,,0,0,8,0
1285339f8216dda0,main_58_gpu,5285.66,6,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,191968,38042,137470,18290,590,0,194992,0,0,2935,0,509168,2596103,177919,1875510,0,150073,4680,149760,0,136929650,3029244,9804732,0,5244418,8873852,4579901,0,0,12918183,5668528
1285339f82679200,main_62_gpu_red,20.48,4,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3202,514,3056,0,1,8,256,0,87088,11415,2056,0,1,2080,1,0,0,2850,2
1285339f8267f080,memcpyDtoHasync,2.304,5356,,,,,,,,,,,0,0,8,0
1285339f826c2320,main_71_gpu,5253.25,7,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,36768,36768,113696,5984,544,0,154496,0,0,0,0,34590,1558262,105589,1171816,0,135304,4128,132096,0,141939706,2979582,6120644,0,5236226,8802396,4477201,0,0,12951411,5654941
1285339f82bcb9e0,memcpyHtoD,1.696,5194,,,,,,,,,,,0,0,8,0
1285339f82be3680,main_58_gpu,5290.11,6,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,192376,38123,136056,18104,584,0,196042,0,0,2935,0,506669,2607096,172410,1877852,0,150178,4680,149760,0,136838145,3024362,9764656,0,5244418,8874939,4581207,0,0,12910230,5666628
1285339f830efc60,main_62_gpu_red,20.544,5,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3197,514,3056,0,1,8,256,0,86897,11427,2056,0,1,2080,1,0,0,2850,2
1285339f830f5b40,memcpyDtoHasync,2.272,5392,,,,,,,,,,,0,0,8,0
1285339f83140e80,main_71_gpu,5281.54,7,1,16,512,1,32,8,1,0,8,10,0,-1,,0,0,0,32960,32960,108664,5720,520,0,168984,0,0,0,0,35703,1479019,100495,1165180,0,134512,4088,130816,0,142194569,3013394,6107272,0,5236226,8853095,4465088,0,0,13015856,5644121
1285339f83650f60,memcpyHtoD,1.696,5221,,,,,,,,,,,0,0,8,0
1285339f836688e0,main_58_gpu,5293.98,6,1,16,512,1,32,8,1,0,2056,19,0,-1,,0,0,0,191720,37993,136538,18166,586,0,194722,0,0,2930,0,505733,2596622,173975,1878716,0,150282,4696,150272,0,137026218,3030662,9763704,0,5244418,8875553,4583153,0,0,12910035,5665306
1285339f83b75dc0,main_62_gpu_red,20.544,5,0.167,1,1,1,256,1,1,0,2048,12,0,-1,,0,0,0,265,1,24,20,1,0,350,0,0,5,0,15,3201,514,3056,0,1,8,256,0,86969,11435,2056,0,1,2080,1,0,0,2856,2
1285339f83b7bca0,memcpyDtoHasync,2.272,5377,,,,,,,,,,,0,0,8,0
